bill,year,date_intro,title,act,sector
H.816,2014,2/4/14,An act relating to permitting nonoperating school districts to pay tuition to independent schools after merger,,
H.453,2015,3/10/15,An act relating to permitting registered marijuana testing facilities,,
H.235,2013,2/8/13,An act relating to permitting school districts to create a reserve fund without prior voter authorization,,
H.154,2015,2/6/15,An act relating to permitting school districts to create a reserve fund without prior voter authorization,,
H.509,2012,1/10/12,An act relating to permitting supervisory union boundary adjustments without state board of education involvement,,
H.192,2013,2/5/13,An act relating to permitting supervisory union boundary adjustments without State Board of Education involvement,,
H.716,2014,1/28/14,An act relating to permitting the netting of partnership losses for the purposes of calculating household income,,
S.239,2018,1/3/18,An act relating to permitting unlicensed manual labor assistance to plumbers,,
H.742,2012,2/1/12,An act relating to persons permitted to apply for an early voter absentee ballot,,
H.140,2015,2/6/15,An act relating to persons who are deaf or hard of hearing,,
H.303,2011,2/22/11,An act relating to pet merchants,,
S.142,2012,1/3/12,An act relating to pet merchants,,
H.252,2017,2/14/17,An act relating to pet specialty license plates,,
H.813,2016,1/29/16,An act relating to pharmacists practicing clinical pharmacy,,
H.674,2012,1/31/12,An act relating to pharmacy audits,,
H.281,2011,2/18/11,An act relating to pharmacy security,,
H.149,2015,2/6/15,An act relating to physician expert witnesses in medical malpractice actions,,
S.26,2015,1/20/15,An act relating to physician expert witnesses in medical malpractice actions,,
H.26,2017,1/11/17,An act relating to physician expert witnesses in medical malpractice actions,,
H.763,2016,1/28/16,An act relating to physician-patient relationships and Vermont residency for patient choice at end of life,,
H.254,2017,2/14/17,An act relating to physician-patient relationships and Vermont residency for patient choice at end of life,,
H.566,2014,1/9/14,An act relating to physicians' duties under the patient's bill of rights for palliative care and pain management,,
H.209,2015,2/12/15,An act relating to physicians' duties under the patient's bill of rights for palliative care and pain management,,
H.320,2017,2/17/17,An act relating to physicians' duties under the patient's bill of rights for palliative care and pain management,,
H.671,2014,1/23/14,An act relating to placing liquor control investigators within the Department of Public Safety,,
H.696,2014,1/24/14,An act relating to pole attachment rates,,
H.186,2017,2/2/17,An act relating to pole attachment rules and broadband deployment,,
H.352,2015,2/27/15,An act relating to pole attachments,,
H.688,2018,1/23/18,An act relating to pollinator protection,,
H.423,2015,3/10/15,An act relating to portability of Vermont Student Assistance Corporation grants and scholarships,,
S.142,2015,3/17/15,An act relating to portability of Vermont Student Assistance Corporation grants and scholarships,,
H.114,2017,1/24/17,An act relating to portability of Vermont Student Assistance Corporation grants and scholarships,,
H.661,2012,1/31/12,An act relating to portable electronics insurance,,
H.202,2017,2/7/17,An act relating to portable electronics insurance,,
H.803,2016,1/29/16,An act relating to portable employment benefits,,
H.109,2017,1/24/17,An act relating to portable employment benefits and contingent workers,,
H.504,2013,3/12/13,An act relating to positioning Vermont as a preferred domicile for knowledge-based businesses,,
S.167,2012,1/3/12,An act relating to possessing stolen property,,
H.170,2017,2/1/17,An act relating to possession and cultivation of marijuana by a person 21 years of age or older,,
H.250,2015,2/19/15,An act relating to possession and transfer of firearms,,
H.775,2016,1/28/16,An act relating to possession and transfer of firearms,,
S.31,2015,1/22/15,An act relating to possession and transfer of firearms,,
H.839,2014,2/4/14,An act relating to possession limits for marijuana dispensaries and caregivers for children who are registered patients,,
H.341,2017,2/21/17,An act relating to possession of heroin with the intent to sell,,
S.36,2015,1/23/15,An act relating to postadoption contact agreements,,
S.179,2014,1/7/14,An act relating to postconviction eligibility for Reach Up benefits,,
H.572,2012,1/19/12,An act relating to postdivorce or dissolution health insurance coverage and privacy protections,,
S.194,2014,1/7/14,An act relating to posting aggregated immunization rates,,
H.217,2015,2/13/15,An act relating to potable water or wastewater system permits for a change in use of a building,,
H.469,2012,1/3/12,An act relating to potable water supply and wastewater system isolation distances,,
S.159,2012,1/3/12,An act relating to potable water supply and wastewater system isolation distances,,
H.578,2016,1/19/16,An act relating to potable water supply and wastewater system permits,,
H.271,2011,2/17/11,An act relating to potable water supply and wastewater treatment system permits,,
H.592,2012,1/25/12,An act relating to powers of attorney,,
S.162,2012,1/3/12,An act relating to powers of attorney,,
H.92,2013,1/25/13,An act relating to powers of municipalities,,
H.760,2018,1/30/18,An act relating to precluding defendants held without bail from the Home Detention Program,,
S.207,2012,1/3/12,An act relating to preconditions for Green Mountain Care implementation,,
H.211,2013,2/7/13,An act relating to precursor drugs of methamphetamine,,
S.183,2014,1/7/14,An act relating to precursor drugs of methamphetamine,,
H.517,2017,3/28/17,An act relating to prekindergarten education and child development programs,,
H.883,2014,3/25/14,An act relating to prekindergarten-grade 12 education districts,,
H.531,2012,1/13/12,An act relating to prescribing a controlled substance,,
S.242,2012,1/3/12,An act relating to prescribing a controlled substance,,
H.280,2017,2/16/17,An act relating to prescribing by doctoral-level psychologists,,
S.208,2018,1/3/18,An act relating to prescribing by doctoral-level psychologists,,
H.738,2012,2/1/12,"An act relating to prescribing ephedrine, pseudoephedrine, or phenylpropanolamine products",,
S.5,2011,1/7/11,An act relating to prescription drug co-payments,,
S.13,2011,1/14/11,An act relating to prescription drug labels,,
H.866,2016,3/15/16,An act relating to prescription drug manufacturer cost transparency,,
S.146,2017,4/7/17,An act relating to prescription drug pricing standards for State purchasers,,
S.236,2014,1/7/14,An act relating to prescription refill synchronization,,
H.76,2013,1/24/13,An act relating to preservation of the Vermont State Hospital cemetery,,
S.54,2013,1/24/13,An act relating to preservation of the Vermont State Hospital cemetery,,
H.216,2011,2/10/11,An act relating to preserving federally assisted affordable housing,,
H.403,2017,2/23/17,An act relating to preserving health care professionals' independent medical judgment,,
H.655,2016,1/27/16,An act relating to preserving Medicare benefits,,
S.246,2012,1/3/12,An act relating to preserving Vermont's working landscape,,
S.266,2018,1/3/18,An act relating to presuit mediation of disputes related to access to landlocked property,,
H.57,2015,1/23/15,An act relating to presumed consent for organ donation,,
H.106,2017,1/24/17,An act relating to presumed consent for organ donation,,
H.632,2012,1/31/12,An act relating to pretrial home detention,,
H.56,2017,1/17/17,An act relating to pretrial risk assessments and needs screenings,,
H.432,2013,3/1/13,An act relating to prevailing wages,,
H.878,2014,3/18/14,An act relating to prevailing wages,,
S.34,2015,1/22/15,An act relating to prevailing wages,,
H.281,2017,2/16/17,An act relating to preventing adverse childhood experiences,,
H.613,2016,1/22/16,An act relating to preventing child identity theft,,
H.719,2014,1/28/14,An act relating to prevention of double taxation of retirement benefits from other states,,
H.9,2015,1/13/15,An act relating to prevention of double taxation of retirement benefits from other states,,
S.125,2015,3/11/15,An act relating to prevention of double taxation of retirement benefits from other states,,
H.429,2015,3/10/15,An act relating to prevention of driving under the influence,,
H.659,2018,1/18/18,An act relating to price transparency for surgeries and procedures,,
H.103,2017,1/24/17,An act relating to primary enforcement of the adult seatbelt law,,
H.230,2015,2/17/15,An act relating to primary enforcement of the adult seatbelt law and exceptions to the seatbelt laws,,
H.38,2013,1/18/13,An act relating to primary seat belt enforcement,,
H.668,2014,1/23/14,An act relating to prior authorization requirements,,
H.194,2017,2/3/17,An act relating to priority housing projects under 10 V.S.A. chapter 151 (Act 250),,
H.535,2017,4/13/17,"An act relating to privacy and data security rules applicable to telecommunications service providers, including Internet service providers",,
